,date,sse180,rate,sh.600009,sh.600010,sh.600295,sh.600019,sh.600028,sh.600031,sh.600036,sh.600048,sh.600050,sh.600066,sh.600068,sh.600085,sh.600111,sh.601628,sh.600150,sh.600196,sh.600295.1,sh.600406,sh.601933,sh.600536,sh.600547,sh.600598,sh.600600,sh.600690,sh.600875,sh.600887,sh.600895,sh.601006,sh.601877,sh.601899
11,2011-01-18,0.000381365,0.00009027,-0.019637462,-0.008174387,0.009572072,0,0.008343266,-0.013541667,-0.003147128,0,-0.012773723,-0.012025902,-0.042139384,0.010458839,0.009914795,0.003336511,0.0305564,-0.003286771,0.009572072,0.024071082,0.023353085,-0.006280193,0.025809373,-0.001469508,0.006248047,0.020984665,-0.000329598,0.015841014,-0.003456221,0.007308161,-0.024079964,-0.001385042
12,2011-01-19,0.020500451,0.00009027,0.033127889,0.024725275,0.030117122,0.009188361,0.022458629,0.034318902,0.00789266,0.022794118,0.018484288,0.068820225,0.083756345,0.01769616,0.023930051,0.00807601,0.045729459,0.009068425,0.030117122,0.013724562,0.004427793,0.020418085,0.022290885,0.002943341,0.004036014,0.016996047,0.034948895,0.011341083,0.010404624,0.012091898,0.004189944,0.019417476
13,2011-01-20,-0.03207685,0.00009027,-0.02087994,-0.029490617,-0.011369789,-0.028831563,-0.025433526,-0.023481368,-0.019577134,-0.063263839,-0.005444646,-0.024529128,-0.029664325,-0.049540682,-0.060374532,-0.021206409,-0.01481168,-0.050653595,-0.011369789,0.021164021,-0.062394032,-0.051453073,-0.046848014,-0.031548056,-0.046072975,-0.032258065,-0.043007327,-0.021586768,-0.012585812,-0.031063321,-0.03987019,-0.042176871
14,2011-01-21,0.01512702,0.00009027,0.035795887,0.011049724,0,0.025,0.03202847,0.009932044,0.015175719,0.034535687,0.038321168,0.014818141,0.048270314,0.006213324,-0.012276786,0.011555128,0.031643757,0.016351119,0,0.021944529,0.007594937,0.003013561,-0.01200453,-0.00530303,-0.008103728,0.002811245,0.010652463,-0.016905444,0.020857474,0.035758323,-0.005311444,-0.002840909
15,2011-01-24,-0.008158325,0.00009027,-0.014705882,0,-0.052573932,0.010670732,0.011494253,-0.013457557,-0.010228167,0.008902077,0.015817223,-0.013274336,0.028396009,-0.027444254,-0.046650525,-0.008567349,-0.003469813,0.011854361,-0.052573932,-0.022666269,0.00143575,-0.022533801,-0.009857863,-0.038842346,-0.000980392,-0.018021626,0.001976285,0.01311571,-0.012485812,0.023809524,-0.051941748,-0.018518519
16,2011-01-25,-0.004345707,0.00009027,0.01119403,0.008196721,0.006936416,0.019607843,-0.014772727,0.00524659,0.003974563,0.007352941,-0.012110727,-0.019282511,-0.06641791,-0.002821869,-0.035049103,0.002400384,-0.060584958,-0.015062762,0.006936416,0.020903265,-0.016487455,-0.007172131,-0.034035656,-0.012678288,0.004906771,0.019168026,-0.047008547,0.005466053,0,-0.010465116,-0.030209933,-0.030478955
17,2011-01-26,0.012954409,0.00009027,0.001476015,0.008130081,0.021239954,0.014792899,0.003460208,0.022442589,0.006334125,0.010218978,0.017513135,0,0.061550759,0.033250796,0.006843306,0.008141762,0.064640474,0.000849618,0.021239954,0.015692722,0.00983965,0.018059856,0.005752637,0.000802568,0.015950521,-0.009603842,0.045532942,0.006866953,0.006896552,0.007050529,0.030095037,0.008982036
18,2011-01-27,0.01470085,0.00009027,0.019896831,0.008064516,0.012928612,0,0.013793103,0.035222052,0,-0.043352601,0.029259897,0.0695016,0.033885542,0.030126669,0.02039038,0.008551069,0.026597967,0,0.012928612,0.018246027,0.018765789,0.013177902,0.025738799,0.017642342,0,-0.010505051,0.099967008,-0.008809321,-0.011415525,0.017502917,0.013326499,0.025222552
19,2011-01-28,0.001014042,0.00009027,-0.012283237,0.016,0.002774695,-0.008746356,-0.009070295,0.067554241,-0.009441385,-0.012084592,0.02173913,0.03676785,0.040058267,-0.002991027,0.022544833,-0.005652379,0.013022246,0.022071307,0.002774695,0.009393064,-0.021608218,0.010505253,-0.005343866,0.02285264,-0.00096123,0.005716619,-0.00239952,0.007740826,0.005773672,-0.004587156,0.004046535,0.00723589
20,2011-01-31,0.012937919,0.00009027,0.027066569,0.01312336,0.02102933,0.016176471,0.029748284,0.030946882,0.003177125,-0.009938838,-0.001636661,0.032164948,0.100140056,0.013,0.003006514,0.004263382,0.044188538,-0.000830565,0.02102933,0.013027917,0.010499638,0.008910891,0.07474889,0.045454545,0.04233483,0,0.009621167,0.013940256,0.001148106,-0.002304147,0.01511335,0.038793103
21,2011-02-01,0.000843993,0.00009027,0.012108262,0,-0.015176152,-0.00723589,0.002222222,-0.021057348,0.005542359,-0.003861004,-0.004918033,-0.001598082,-0.036282623,0.008555446,0.057618651,-0.003301887,-0.013721467,-0.006650042,-0.015176152,-0.004522329,0.015406664,0.007850834,-0.00108672,0,0.008923077,0.0227365,0.003275759,-0.009539843,0.005733945,-0.008083141,-0.00248139,-0.004149378
22,2011-02-09,-0.011558335,0.00009027,-0.022519353,-0.018134715,-0.028618602,-0.005830904,-0.009977827,0.00778032,-0.007874016,-0.030232558,0.02306425,-0.012805122,0.018494055,-0.015008157,-0.022043773,-0.005679129,0.000520088,-0.00083682,-0.028618602,-0.048977853,-0.026817219,0.003894839,-0.021322889,0.083271923,-0.021043001,0.012306471,0.013357079,0.017280453,-0.017103763,-0.016298021,-0.023880597,-0.002777778
23,2011-02-10,0.017942104,0.00009027,0.010799136,0.013192612,0.033994334,0.011730205,0,0.014532243,0.008730159,0.019984013,0.001610306,0.049452777,-0.049935149,0.035110964,0.018515537,0.013802951,-0.014814815,0.030150754,0.033994334,0.030900134,0.043872371,0.050436469,0.008003557,0.034013605,0.005919003,0.074509804,0.004686585,0.040100251,0.019721578,0.004733728,0.035168196,0.011142061
24,2011-02-11,0.003314785,0.00009027,-0.006410256,0.005208333,0.034520548,0.013043478,-0.004479283,0.032229185,0,0.023510972,-0.022508039,-0.006179992,-0.000682594,-0.0016,0.004584255,0.003286385,0.01648859,0.010569106,0.034520548,0.018679409,-0.000694686,-0.011542013,-0.000220556,-0.013815789,-0.000309693,0.014963504,0.005539359,-0.002141901,0.100113766,-0.001177856,0.019694732,-0.00137741
25,2011-02-14,0.031154851,0.00009027,0.038709677,0.028497409,0.016419492,0.034334764,0.022497188,0.018647008,0.043273013,0.026799387,0.014802632,0.006218422,0.005464481,0.016666667,0.035719906,0.038839495,0.001038152,0.009654063,0.016419492,0.027434257,0.014250956,0.010742644,0.02426649,0.020680454,0.024163569,0.019417476,0.015366773,-0.000268312,0.039296794,0.035377358,0.005311444,0.030344828
26,2011-02-15,-0.000705569,0.00009027,0.008281573,0.010075567,0.006253257,-0.006915629,0.0110011,-0.011494253,-0.005279035,0.004474273,-0.009724473,0.007338741,0.012907609,0.010088272,0.06457004,-0.008558559,-0.011926368,-0.004780876,0.006253257,0.003735473,-0.018163125,0.006931608,0.009476631,-0.001960784,-0.006049607,-0.001763668,-0.018275271,0.010198604,0.012935323,-0.005694761,0.000960615,0.016064257
27,2011-02-16,0.006886977,0.00009027,0.013689254,0.027431421,0.013982393,0.027855153,0.008705114,0.03875969,-0.005307051,-0.011878248,-0.019639935,0.026457055,-0.018779343,-0.015605493,0.050663622,0.000908678,0.008790344,0.032826261,0.013982393,-0.006616127,0.013961606,-0.000458926,0.015574995,-0.007203667,-0.005477785,0.01130742,0.009889471,-0.002656748,0.018664047,-0.002290951,0.02159309,0.003952569
28,2011-02-17,-0.000843345,0.00009027,-0.002700878,0.099514563,0.02247191,-0.002710027,0,-0.005389718,0,-0.025544703,0.003338898,-0.006350392,0.010936432,-0.01521877,0.017658245,-0.005901044,0.039927169,-0.001550388,0.02247191,0.038434855,-0.004819277,0.000918274,0.006512605,0.027704485,-0.010709914,0.015373864,0.036290323,-0.031965903,0.043394407,-0.009184845,0.00234852,-0.010498688
29,2011-02-18,-0.009451954,0.00009027,-0.029113067,0.057395143,-0.002997003,-0.025815217,-0.014023732,-0.031263026,-0.000762195,0.00077101,0.008319468,-0.012030075,-0.000676133,-0.009336768,-0.012413241,-0.010502283,0,-0.02173913,-0.002997003,-0.01656868,0.00311311,0,0.004383219,-0.030166881,0,-0.024776325,-0.036687048,-0.014034122,0.003696858,-0.01622248,-0.022492971,0.0066313
